client_id,age,job,marital,education,credit_default,mortgage
2923,2923,34,admin_,single,high_school,True,True
2924,2924,34,unemployed,single,university_degree,True,True
2925,2925,30,admin_,married,high_school,False,True
2926,2926,27,student,single,university_degree,True,True
2927,2927,30,services,married,high_school,True,True
2928,2928,23,services,single,high_school,True,True
2929,2929,33,admin_,married,high_school,True,True
2930,2930,23,services,single,high_school,True,True
2931,2931,36,blue-collar,married,basic_9y,True,True
2932,2932,42,admin_,divorced,university_degree,True,True
2933,2933,36,blue-collar,married,basic_9y,True,True
2934,2934,60,housemaid,married,high_school,True,False
2935,2935,26,entrepreneur,single,high_school,True,True
2936,2936,45,blue-collar,divorced,basic_4y,False,True
2937,2937,32,admin_,married,university_degree,True,True
2938,2938,37,services,married,high_school,True,True
2939,2939,40,blue-collar,married,basic_4y,False,True
2940,2940,36,admin_,single,university_degree,True,True
2941,2941,35,entrepreneur,married,basic_9y,True,True
2942,2942,45,self-employed,single,professional_course,False,True
2943,2943,48,admin_,married,university_degree,False,True
2944,2944,36,entrepreneur,married,basic_9y,True,True
2945,2945,37,technician,divorced,high_school,True,True
2946,2946,36,blue-collar,married,basic_9y,False,True
2947,2947,56,blue-collar,divorced,basic_9y,True,True
2948,2948,28,blue-collar,single,basic_9y,True,True
2949,2949,43,blue-collar,married,basic_9y,True,True
2950,2950,30,technician,married,professional_course,False,True
2951,2951,33,blue-collar,single,basic_9y,False,True
2952,2952,30,technician,single,professional_course,True,True
2953,2953,33,technician,divorced,professional_course,True,True
2954,2954,42,technician,married,professional_course,False,True
2955,2955,30,blue-collar,married,basic_9y,True,True
2956,2956,33,blue-collar,married,high_school,True,True
2957,2957,39,admin_,married,high_school,True,True
2958,2958,37,blue-collar,married,basic_9y,True,True
2959,2959,41,self-employed,married,basic_9y,True,True
2960,2960,53,self-employed,married,university_degree,True,True
2961,2961,31,admin_,single,university_degree,True,True
2962,2962,47,technician,married,professional_course,False,True
2963,2963,46,blue-collar,married,basic_4y,False,True
2964,2964,52,admin_,single,basic_9y,True,True
2965,2965,28,technician,single,basic_9y,True,True
2966,2966,60,blue-collar,married,basic_9y,False,True
2967,2967,50,admin_,married,high_school,True,True
2968,2968,31,technician,married,university_degree,True,True
2969,2969,39,blue-collar,married,basic_9y,True,True
2970,2970,27,blue-collar,single,basic_6y,True,True
2971,2971,33,blue-collar,married,basic_9y,True,True
2972,2972,47,services,divorced,high_school,True,True
2973,2973,39,admin_,married,high_school,False,True
2974,2974,37,services,married,high_school,False,True
2975,2975,32,services,married,high_school,True,True
2976,2976,37,blue-collar,married,basic_4y,True,True
2977,2977,31,blue-collar,married,basic_9y,True,True
2978,2978,32,blue-collar,married,basic_9y,True,True
2979,2979,59,retired,married,professional_course,False,True
2980,2980,48,technician,married,university_degree,False,True
2981,2981,48,services,married,high_school,True,True
2982,2982,32,technician,married,professional_course,True,True
2983,2983,32,blue-collar,single,basic_9y,False,True
2984,2984,38,blue-collar,married,professional_course,True,True
2985,2985,34,entrepreneur,married,high_school,False,True
2986,2986,44,blue-collar,married,basic_9y,False,True
2987,2987,54,services,divorced,high_school,False,True
2988,2988,39,services,married,high_school,True,True
2989,2989,32,admin_,single,university_degree,True,True
2990,2990,43,services,single,high_school,False,True
2991,2991,30,technician,married,professional_course,True,False
2992,2992,26,unemployed,single,basic_9y,True,True
2993,2993,38,admin_,single,university_degree,True,True
2994,2994,35,technician,married,professional_course,True,True
2995,2995,33,self-employed,married,basic_9y,True,True
2996,2996,36,technician,married,professional_course,True,True
2997,2997,44,blue-collar,married,basic_4y,True,True
2998,2998,35,technician,married,professional_course,True,True
2999,2999,42,blue-collar,married,basic_4y,True,True
3000,3000,35,technician,married,professional_course,True,True
3001,3001,54,self-employed,married,professional_course,False,True
3002,3002,36,blue-collar,married,basic_9y,True,True
3003,3003,26,student,single,high_school,True,True
3004,3004,27,blue-collar,married,basic_9y,True,True
3005,3005,44,blue-collar,divorced,basic_6y,True,True
3007,3007,53,retired,divorced,high_school,True,False
3008,3008,46,blue-collar,married,basic_9y,False,True
3009,3009,49,blue-collar,married,basic_4y,False,True
3010,3010,33,admin_,married,university_degree,True,True
3012,3012,29,admin_,single,high_school,True,True
3013,3013,51,self-employed,married,basic_4y,False,True
3014,3014,55,admin_,married,high_school,True,True
3015,3015,41,admin_,single,high_school,True,True
3016,3016,39,blue-collar,divorced,basic_9y,True,True
3017,3017,49,management,married,university_degree,True,True
3019,3019,30,admin_,married,university_degree,True,True
3020,3020,31,services,married,high_school,True,True
3021,3021,59,blue-collar,divorced,basic_4y,True,True
3022,3022,33,blue-collar,single,high_school,True,True
3023,3023,44,blue-collar,married,basic_4y,True,True
3024,3024,28,services,married,high_school,True,True
3025,3025,26,blue-collar,single,basic_9y,True,True
3026,3026,28,blue-collar,married,basic_6y,True,True
3027,3027,32,technician,single,high_school,True,True
3028,3028,47,services,divorced,high_school,True,True
3029,3029,33,blue-collar,married,basic_9y,True,True
3030,3030,28,student,married,university_degree,True,True
3031,3031,51,blue-collar,divorced,basic_9y,False,True
3032,3032,37,housemaid,married,university_degree,False,True
3033,3033,37,blue-collar,married,basic_4y,False,True
3034,3034,34,blue-collar,single,basic_4y,False,True
3035,3035,31,blue-collar,married,basic_9y,True,True
3036,3036,38,self-employed,single,university_degree,True,True
3037,3037,33,management,married,high_school,True,True
3039,3039,41,admin_,married,high_school,True,True
3040,3040,29,technician,married,university_degree,True,True
3041,3041,38,blue-collar,married,basic_4y,False,True
3042,3042,46,admin_,married,high_school,True,True
3044,3044,59,retired,married,professional_course,False,True
3045,3045,44,management,married,university_degree,False,True
3046,3046,34,technician,married,professional_course,False,True
3047,3047,36,technician,married,professional_course,True,True
3048,3048,51,blue-collar,married,basic_6y,False,True
3049,3049,36,services,married,high_school,True,True
3050,3050,58,retired,married,basic_9y,True,True
3051,3051,39,entrepreneur,married,high_school,False,True
3052,3052,42,blue-collar,married,basic_4y,False,True
3053,3053,46,blue-collar,married,basic_9y,False,True
3054,3054,46,admin_,divorced,university_degree,True,True
3055,3055,41,admin_,single,university_degree,True,True
3056,3056,36,admin_,married,university_degree,True,True
3057,3057,60,retired,married,high_school,True,True
3058,3058,43,technician,divorced,basic_9y,True,True
3059,3059,30,services,married,high_school,True,True
3060,3060,43,admin_,married,university_degree,True,True
3061,3061,37,admin_,married,high_school,False,True
3062,3062,52,self-employed,married,basic_4y,False,True
3063,3063,41,admin_,married,university_degree,True,True
3064,3064,39,services,single,high_school,False,True
3065,3065,29,unemployed,single,university_degree,True,True
3066,3066,29,admin_,single,university_degree,True,True
3067,3067,55,technician,married,professional_course,False,True
3068,3068,33,blue-collar,single,basic_9y,True,True
3069,3069,41,self-employed,single,university_degree,True,True
3070,3070,53,retired,divorced,professional_course,False,True
3071,3071,43,technician,married,professional_course,True,True
3072,3072,51,services,divorced,basic_4y,False,True
3073,3073,31,blue-collar,married,basic_6y,False,True
3074,3074,45,blue-collar,married,basic_4y,False,True
3075,3075,40,management,married,university_degree,True,True
3076,3076,30,blue-collar,married,basic_9y,True,True
3078,3078,56,services,divorced,high_school,False,True
3079,3079,29,admin_,single,high_school,True,True
3080,3080,30,services,married,high_school,True,True
3081,3081,36,blue-collar,married,basic_9y,True,True
3082,3082,32,admin_,single,basic_9y,False,True
3083,3083,41,admin_,married,basic_6y,True,True
3085,3085,45,blue-collar,married,basic_9y,False,True
3086,3086,40,blue-collar,divorced,high_school,False,True
3087,3087,34,admin_,single,university_degree,True,True
3088,3088,45,admin_,married,basic_6y,True,True
3089,3089,31,admin_,married,high_school,True,True
3090,3090,35,housemaid,married,basic_4y,True,True
3091,3091,58,blue-collar,married,basic_4y,False,True
3092,3092,48,admin_,married,basic_9y,False,True
3093,3093,38,management,married,basic_6y,False,True
3094,3094,39,admin_,single,university_degree,False,True
3095,3095,38,blue-collar,married,basic_6y,False,False
3096,3096,49,blue-collar,single,basic_4y,True,True
3097,3097,60,unknown,married,university_degree,True,True
3098,3098,37,services,married,professional_course,False,True
3099,3099,48,technician,married,university_degree,True,True
3100,3100,37,admin_,divorced,basic_9y,False,True
3101,3101,30,technician,divorced,professional_course,True,True
3102,3102,32,admin_,married,university_degree,True,True
3103,3103,30,entrepreneur,married,university_degree,True,True
3104,3104,39,unemployed,married,high_school,True,True
3105,3105,56,blue-collar,married,basic_4y,False,True
3106,3106,37,self-employed,married,basic_9y,True,True
3107,3107,37,admin_,divorced,high_school,True,True
3108,3108,41,blue-collar,married,basic_6y,True,True
3109,3109,42,technician,divorced,basic_9y,True,True
3110,3110,52,entrepreneur,married,university_degree,False,True
3111,3111,42,technician,divorced,basic_9y,True,True
3112,3112,58,management,divorced,university_degree,True,True
3113,3113,32,services,married,basic_9y,True,True
3114,3114,26,technician,married,professional_course,True,True
3115,3115,28,services,married,basic_9y,False,False
3117,3117,31,services,married,high_school,True,True
3118,3118,27,admin_,single,high_school,False,True
3119,3119,37,blue-collar,married,basic_9y,True,True
3120,3120,32,admin_,single,university_degree,True,True
3121,3121,33,admin_,married,university_degree,True,True
3122,3122,35,technician,single,professional_course,True,True
3123,3123,32,housemaid,married,basic_4y,True,True
3124,3124,43,unknown,married,high_school,False,True
3125,3125,32,housemaid,married,basic_4y,True,True
3126,3126,31,entrepreneur,single,basic_9y,True,True
3127,3127,51,blue-collar,married,basic_9y,True,True
3128,3128,38,technician,single,professional_course,False,True
3129,3129,40,admin_,divorced,professional_course,True,True
3130,3130,42,unemployed,divorced,high_school,False,True
3131,3131,45,housemaid,married,basic_6y,False,True
3133,3133,40,services,married,high_school,True,True
3134,3134,44,blue-collar,single,high_school,True,True
3135,3135,31,admin_,married,high_school,True,True
3136,3136,30,blue-collar,married,basic_9y,True,True
3137,3137,33,blue-collar,married,basic_6y,False,True
3138,3138,28,blue-collar,married,basic_9y,False,True
3139,3139,36,technician,married,professional_course,False,True
3140,3140,49,services,divorced,basic_6y,False,True
3141,3141,31,technician,married,professional_course,True,True
3142,3142,45,admin_,divorced,basic_6y,True,True
3143,3143,29,services,married,high_school,True,True
3144,3144,34,blue-collar,single,basic_9y,True,True
3145,3145,45,blue-collar,married,basic_4y,False,True
3146,3146,30,blue-collar,single,basic_4y,True,True
3147,3147,38,technician,married,professional_course,True,True
3148,3148,33,admin_,married,university_degree,True,True
3149,3149,46,blue-collar,married,basic_9y,True,True
3150,3150,41,entrepreneur,divorced,university_degree,True,True
3151,3151,44,blue-collar,single,basic_4y,True,True
3152,3152,32,blue-collar,married,high_school,False,True
3153,3153,46,housemaid,married,basic_4y,True,True
3154,3154,35,blue-collar,married,basic_9y,True,False
3155,3155,44,technician,married,professional_course,True,True
3156,3156,35,technician,married,professional_course,True,True
3157,3157,39,services,single,high_school,False,True
3158,3158,52,blue-collar,married,basic_4y,True,True
3159,3159,44,blue-collar,married,basic_4y,False,True
3160,3160,53,unknown,married,high_school,False,True
3161,3161,33,services,divorced,high_school,True,True
3162,3162,41,technician,single,university_degree,False,True
3163,3163,33,admin_,single,university_degree,True,True
3164,3164,46,admin_,single,high_school,True,False
3165,3165,38,blue-collar,married,basic_4y,False,True
3167,3167,57,retired,unknown,basic_4y,True,True
3170,3170,26,admin_,married,high_school,True,True
3172,3172,41,technician,married,basic_9y,True,True
3173,3173,53,retired,divorced,basic_4y,True,True
3174,3174,42,services,divorced,basic_6y,True,True
3175,3175,56,technician,married,professional_course,False,True
3176,3176,41,management,married,high_school,True,True
3177,3177,49,blue-collar,married,basic_9y,True,True
3178,3178,31,admin_,married,high_school,True,True
3179,3179,37,self-employed,married,professional_course,True,True
3180,3180,40,blue-collar,married,basic_6y,False,True
3181,3181,43,blue-collar,married,basic_4y,True,True
3182,3182,48,self-employed,married,university_degree,False,True
3183,3183,45,admin_,married,high_school,True,True
3184,3184,49,technician,married,high_school,True,True
3185,3185,52,blue-collar,married,basic_9y,True,True
3186,3186,35,blue-collar,married,basic_9y,False,True
3187,3187,52,technician,married,basic_9y,True,True
3188,3188,59,retired,married,basic_4y,False,True
3189,3189,34,admin_,single,high_school,True,True
3190,3190,33,admin_,single,high_school,True,False
3191,3191,34,services,married,basic_6y,True,True
3192,3192,33,blue-collar,married,basic_6y,True,True
3193,3193,46,blue-collar,married,basic_4y,True,True
3194,3194,37,technician,single,university_degree,True,True
3195,3195,35,entrepreneur,married,basic_9y,True,True
3196,3196,41,admin_,married,university_degree,True,True
3197,3197,39,blue-collar,married,basic_6y,False,True
3198,3198,52,blue-collar,married,basic_4y,False,False
3199,3199,46,entrepreneur,divorced,university_degree,True,True
3200,3200,41,services,married,basic_9y,True,True
3202,3202,54,admin_,married,university_degree,True,False
3203,3203,38,services,single,high_school,False,True
3204,3204,48,admin_,married,high_school,True,True
3205,3205,59,admin_,married,high_school,True,True
3206,3206,42,blue-collar,divorced,basic_4y,False,True
3208,3208,40,housemaid,single,university_degree,True,True
3209,3209,50,admin_,married,high_school,True,True
3210,3210,49,services,married,basic_6y,False,True
3211,3211,45,blue-collar,married,basic_4y,True,True
3212,3212,42,self-employed,married,university_degree,True,True
3213,3213,36,services,married,high_school,True,True
3214,3214,41,blue-collar,divorced,basic_9y,False,True
3215,3215,47,blue-collar,married,basic_4y,True,True
3216,3216,45,blue-collar,married,basic_4y,True,True
3217,3217,44,blue-collar,married,basic_6y,False,True
3218,3218,34,blue-collar,married,basic_9y,False,True
3219,3219,39,blue-collar,married,basic_9y,True,True
3220,3220,45,admin_,married,basic_6y,False,True
3221,3221,48,technician,married,professional_course,True,True
3222,3222,31,blue-collar,single,high_school,True,True
3223,3223,45,self-employed,married,basic_6y,False,True
3224,3224,36,services,married,high_school,False,True
3225,3225,40,unemployed,divorced,high_school,True,True
3226,3226,34,blue-collar,married,basic_9y,True,True
3227,3227,33,technician,married,professional_course,True,True
3228,3228,40,admin_,married,high_school,False,True
3229,3229,55,blue-collar,married,basic_9y,False,True
3230,3230,30,management,married,university_degree,True,True
3231,3231,38,admin_,married,basic_6y,True,True
3232,3232,36,blue-collar,single,basic_9y,True,True
3233,3233,34,admin_,married,high_school,True,True
3234,3234,55,technician,divorced,professional_course,False,True
3235,3235,34,admin_,married,high_school,True,True
3236,3236,34,blue-collar,married,basic_4y,True,True
3237,3237,33,services,married,basic_4y,True,True
3238,3238,43,unemployed,married,university_degree,False,True
3239,3239,46,admin_,married,university_degree,True,True
3240,3240,48,blue-collar,married,basic_6y,True,True
3241,3241,50,management,married,university_degree,False,True
3242,3242,48,entrepreneur,married,basic_4y,True,True
3243,3243,39,admin_,single,high_school,False,True
3244,3244,30,management,single,university_degree,True,False
3245,3245,27,services,single,high_school,False,True
3246,3246,31,services,married,basic_6y,False,True
3247,3247,55,blue-collar,married,basic_9y,True,True
3248,3248,42,unknown,divorced,high_school,True,True
3249,3249,35,services,single,high_school,False,True
3250,3250,53,retired,married,basic_4y,False,True
3251,3251,41,blue-collar,single,basic_9y,True,True
3252,3252,36,blue-collar,single,basic_4y,True,True
3253,3253,36,technician,single,university_degree,True,True
3254,3254,46,management,married,basic_9y,True,True
3255,3255,57,technician,divorced,basic_4y,True,True
3256,3256,53,services,married,high_school,False,True
3258,3258,48,blue-collar,married,basic_9y,True,True
3259,3259,49,blue-collar,divorced,basic_4y,False,True
3260,3260,58,self-employed,married,university_degree,True,True
3261,3261,36,unknown,single,basic_6y,False,True
3262,3262,34,admin_,single,high_school,True,True
3263,3263,42,admin_,married,university_degree,True,True
3264,3264,41,blue-collar,married,basic_9y,True,True
3265,3265,55,retired,married,professional_course,True,True
3266,3266,43,blue-collar,married,basic_4y,False,True
3268,3268,37,admin_,married,high_school,True,True
3270,3270,46,blue-collar,single,basic_4y,True,True
3271,3271,52,technician,married,high_school,True,True
3272,3272,53,unemployed,divorced,basic_9y,False,True
3273,3273,40,admin_,married,high_school,False,True
3275,3275,55,blue-collar,married,basic_9y,False,True
3276,3276,54,management,divorced,university_degree,True,True
3277,3277,32,housemaid,single,basic_4y,True,True
3278,3278,36,admin_,divorced,university_degree,True,True
3279,3279,32,housemaid,single,basic_4y,True,True
3280,3280,35,blue-collar,single,professional_course,True,True
3281,3281,44,services,married,high_school,False,True
3282,3282,37,services,married,high_school,True,True
3283,3283,38,blue-collar,single,basic_4y,True,True
3284,3284,50,blue-collar,single,basic_9y,False,True
3285,3285,38,blue-collar,single,basic_6y,False,True
3286,3286,49,self-employed,married,professional_course,True,False
3287,3287,37,admin_,divorced,high_school,True,True
3288,3288,46,unknown,married,basic_6y,False,True
3289,3289,36,blue-collar,married,basic_9y,False,True
3290,3290,47,blue-collar,married,basic_9y,False,True
3291,3291,33,blue-collar,married,basic_4y,False,True
3292,3292,31,services,married,high_school,True,True
3293,3293,45,entrepreneur,married,university_degree,True,True
3294,3294,36,blue-collar,married,basic_9y,True,True
3295,3295,49,self-employed,married,basic_9y,True,True
3296,3296,39,services,married,professional_course,False,True
3297,3297,34,housemaid,divorced,basic_6y,True,True
3298,3298,39,technician,married,professional_course,True,True
3299,3299,26,admin_,single,high_school,True,True
3300,3300,36,blue-collar,married,basic_4y,True,True
3301,3301,31,admin_,single,university_degree,True,True
3302,3302,54,blue-collar,divorced,basic_4y,True,True
3303,3303,39,admin_,married,university_degree,True,True
3304,3304,32,admin_,married,university_degree,False,True
3305,3305,43,technician,divorced,professional_course,True,True
3306,3306,53,blue-collar,married,basic_4y,True,True
3307,3307,28,admin_,single,high_school,True,True
3308,3308,50,blue-collar,single,basic_9y,False,True
3309,3309,44,admin_,single,university_degree,False,True
3310,3310,45,housemaid,divorced,university_degree,True,True
3312,3312,35,unemployed,divorced,basic_4y,True,True
3313,3313,31,housemaid,married,basic_4y,False,True
3314,3314,47,management,divorced,university_degree,True,True
3315,3315,39,admin_,single,high_school,False,True
3316,3316,35,admin_,single,university_degree,True,True
3317,3317,24,student,single,high_school,True,True
3318,3318,31,entrepreneur,married,high_school,True,True
3319,3319,39,entrepreneur,single,university_degree,True,True
3320,3320,45,blue-collar,married,basic_9y,False,True
3321,3321,39,blue-collar,single,basic_4y,True,True
3322,3322,60,management,married,university_degree,False,True
3323,3323,45,admin_,married,basic_9y,False,True
3324,3324,35,technician,married,university_degree,False,True
3325,3325,53,retired,divorced,high_school,True,True
3326,3326,54,blue-collar,divorced,basic_4y,True,True
3327,3327,36,services,single,basic_6y,False,True
3328,3328,39,services,divorced,basic_9y,True,True
3329,3329,48,admin_,married,professional_course,True,True
3330,3330,32,admin_,married,university_degree,True,True
3331,3331,36,blue-collar,married,professional_course,True,True
3332,3332,42,admin_,single,university_degree,True,True
3333,3333,36,blue-collar,married,basic_9y,True,True
3334,3334,49,blue-collar,married,basic_4y,False,True
3335,3335,38,admin_,divorced,high_school,True,True
3337,3337,34,management,married,university_degree,True,True
3338,3338,30,admin_,married,university_degree,True,True
3339,3339,36,technician,single,professional_course,True,True
3340,3340,48,admin_,single,university_degree,True,True
3341,3341,32,management,married,basic_6y,True,True
3342,3342,51,admin_,married,high_school,True,False
3343,3343,47,blue-collar,married,basic_4y,True,True
3344,3344,43,technician,divorced,professional_course,True,True
3345,3345,29,services,married,high_school,True,True
3347,3347,38,blue-collar,married,basic_6y,True,True
3348,3348,59,retired,married,professional_course,True,True
3349,3349,29,admin_,single,university_degree,True,True
3350,3350,35,unemployed,married,basic_4y,False,False
3351,3351,36,blue-collar,single,basic_9y,True,True
3352,3352,33,services,married,high_school,False,True
3353,3353,34,admin_,divorced,basic_9y,True,True
3354,3354,25,blue-collar,single,basic_9y,False,True
3355,3355,48,management,married,university_degree,True,True
3356,3356,25,blue-collar,single,basic_9y,False,True
3357,3357,25,blue-collar,single,basic_9y,False,True
3358,3358,52,self-employed,married,basic_4y,False,True
3359,3359,34,blue-collar,single,basic_9y,False,True
3360,3360,27,unemployed,married,basic_9y,True,True
3361,3361,44,blue-collar,married,basic_4y,True,True
3362,3362,36,blue-collar,married,basic_9y,True,True
3363,3363,40,blue-collar,married,basic_9y,False,True
3364,3364,38,blue-collar,married,basic_6y,False,True
3365,3365,57,blue-collar,married,basic_4y,False,True
3367,3367,27,blue-collar,single,basic_6y,False,True
3368,3368,31,blue-collar,married,basic_6y,True,True
3369,3369,30,blue-collar,single,high_school,True,True
3370,3370,31,admin_,single,high_school,True,True
3371,3371,58,blue-collar,married,basic_4y,False,True
3373,3373,44,admin_,married,university_degree,False,True
3374,3374,42,management,divorced,university_degree,True,True
3375,3375,28,student,single,basic_4y,True,True
3378,3378,58,retired,divorced,university_degree,True,True
3379,3379,32,services,single,professional_course,True,True
3380,3380,50,services,single,high_school,False,True
3381,3381,53,technician,married,professional_course,False,True
3382,3382,29,technician,single,professional_course,True,True
3383,3383,34,technician,single,professional_course,True,True
3385,3385,32,services,single,professional_course,True,True
3386,3386,26,blue-collar,single,basic_6y,True,True
3387,3387,27,blue-collar,married,basic_4y,False,True
3388,3388,47,technician,married,professional_course,True,True
3389,3389,47,blue-collar,married,professional_course,False,True
3390,3390,38,housemaid,married,high_school,False,True
3392,3392,41,blue-collar,married,basic_4y,True,True
3393,3393,58,management,married,university_degree,False,True
3394,3394,24,services,single,high_school,True,True
3395,3395,51,management,married,university_degree,False,True
3396,3396,26,entrepreneur,married,university_degree,True,True
3397,3397,28,blue-collar,married,basic_9y,True,True
3398,3398,49,admin_,married,high_school,False,True
3399,3399,55,blue-collar,married,basic_4y,False,True
3400,3400,38,blue-collar,single,basic_9y,True,True
3401,3401,50,blue-collar,married,basic_6y,False,True
3402,3402,46,blue-collar,married,basic_4y,False,True
3403,3403,35,admin_,married,university_degree,True,True
3404,3404,30,technician,single,professional_course,True,True
3405,3405,39,entrepreneur,married,basic_9y,False,True
3406,3406,28,admin_,divorced,high_school,True,True
3407,3407,46,blue-collar,married,basic_6y,False,True
3408,3408,38,student,single,university_degree,True,True
3409,3409,34,management,married,university_degree,True,True
3410,3410,44,technician,married,professional_course,True,True
3411,3411,36,management,married,basic_9y,True,True
3412,3412,40,admin_,married,university_degree,True,True
3413,3413,32,admin_,divorced,high_school,True,True
3414,3414,29,admin_,married,university_degree,True,True
3415,3415,50,unemployed,married,professional_course,True,True
3416,3416,53,admin_,divorced,university_degree,True,True
3417,3417,46,management,married,basic_4y,False,True
3418,3418,57,blue-collar,married,basic_4y,False,True
3419,3419,45,blue-collar,married,basic_4y,True,True
3420,3420,57,admin_,married,university_degree,True,True
3421,3421,29,technician,married,university_degree,True,True
3422,3422,32,blue-collar,married,basic_9y,True,False
3423,3423,25,technician,single,university_degree,True,True
3424,3424,43,admin_,married,university_degree,False,True
3425,3425,26,unemployed,single,basic_9y,True,True
3426,3426,34,admin_,married,university_degree,True,True
3427,3427,33,blue-collar,divorced,basic_9y,False,True
3428,3428,37,technician,single,university_degree,True,True
3429,3429,34,technician,married,university_degree,True,True
3430,3430,53,admin_,married,basic_9y,True,True
3431,3431,28,technician,single,professional_course,True,True
3432,3432,48,blue-collar,married,basic_9y,True,True
3433,3433,36,blue-collar,married,basic_4y,False,True
3434,3434,54,admin_,married,high_school,True,True
3435,3435,44,technician,married,professional_course,False,True
3436,3436,44,services,married,high_school,False,True
3437,3437,56,management,married,basic_6y,True,True
3438,3438,35,unemployed,married,university_degree,True,True
3439,3439,37,blue-collar,married,basic_9y,False,True
3440,3440,43,admin_,married,university_degree,False,True
3441,3441,31,self-employed,married,basic_9y,True,True
3443,3443,31,blue-collar,divorced,basic_9y,True,True
3444,3444,38,technician,married,university_degree,True,True
3445,3445,40,blue-collar,single,basic_4y,False,True
3446,3446,44,services,married,high_school,True,True
3447,3447,36,admin_,married,basic_6y,True,True
3448,3448,49,admin_,divorced,high_school,True,True
3449,3449,30,admin_,married,university_degree,True,True
3450,3450,28,technician,single,university_degree,True,True
3452,3452,35,self-employed,married,university_degree,False,True
3453,3453,50,blue-collar,married,basic_9y,True,True
3454,3454,49,management,married,university_degree,True,True
3455,3455,50,self-employed,married,basic_4y,False,True
3456,3456,29,technician,single,professional_course,True,True
3457,3457,29,blue-collar,married,basic_6y,True,True
3458,3458,60,entrepreneur,married,basic_4y,True,False
3459,3459,41,entrepreneur,married,high_school,False,True
3460,3460,46,admin_,married,university_degree,True,True
3461,3461,54,retired,divorced,professional_course,True,True
3463,3463,41,admin_,married,high_school,True,True
3464,3464,26,unemployed,single,professional_course,True,True
3465,3465,43,admin_,married,university_degree,True,True
3466,3466,40,services,single,high_school,False,True
3467,3467,35,management,married,university_degree,True,True
3468,3468,34,admin_,single,high_school,True,True
3469,3469,36,admin_,divorced,university_degree,True,True
3471,3471,45,technician,divorced,professional_course,True,True
3472,3472,49,technician,married,university_degree,True,True
3473,3473,59,admin_,married,high_school,False,True
3474,3474,35,blue-collar,married,basic_9y,True,True
3475,3475,41,blue-collar,married,basic_9y,True,True
3476,3476,34,blue-collar,married,basic_9y,True,True
3477,3477,56,blue-collar,married,basic_9y,False,True
3478,3478,37,management,unknown,high_school,True,True
3479,3479,46,blue-collar,married,basic_6y,False,True
3480,3480,50,retired,married,basic_4y,False,True
3481,3481,46,admin_,single,high_school,True,True
3482,3482,39,blue-collar,married,basic_4y,False,True
3483,3483,27,technician,single,professional_course,True,True
3484,3484,59,technician,married,basic_6y,False,True
3485,3485,55,blue-collar,divorced,basic_9y,True,True
3486,3486,36,admin_,single,university_degree,True,True
3487,3487,57,management,married,university_degree,True,True
3488,3488,58,retired,married,basic_6y,False,True
3489,3489,36,services,married,high_school,True,False
3490,3490,42,blue-collar,married,basic_4y,False,True
3491,3491,37,technician,married,university_degree,True,True
3492,3492,34,services,married,high_school,True,True
3493,3493,32,admin_,married,university_degree,True,True
3494,3494,40,technician,married,professional_course,True,True
3495,3495,48,blue-collar,married,high_school,False,True
3496,3496,56,blue-collar,married,basic_9y,False,True
3497,3497,25,admin_,single,high_school,True,True
3498,3498,36,blue-collar,married,high_school,True,True
3499,3499,48,entrepreneur,married,basic_4y,True,True
3500,3500,28,student,single,basic_9y,False,True
3501,3501,55,unemployed,married,basic_4y,False,True
3502,3502,31,blue-collar,married,basic_9y,True,False
3503,3503,57,retired,single,high_school,True,True
3504,3504,42,technician,married,high_school,True,True
3505,3505,44,admin_,single,high_school,True,True
3506,3506,30,admin_,single,high_school,True,True
3507,3507,30,blue-collar,married,basic_9y,True,True
3508,3508,37,technician,married,professional_course,True,True
3509,3509,45,blue-collar,married,basic_4y,False,True
3510,3510,35,blue-collar,married,basic_4y,True,True
3511,3511,43,management,married,professional_course,True,True
3512,3512,32,services,married,high_school,False,True
3513,3513,47,blue-collar,divorced,basic_9y,False,True
3514,3514,31,services,single,high_school,True,True
3515,3515,49,blue-collar,married,basic_6y,True,True
3516,3516,36,admin_,divorced,university_degree,True,True
3517,3517,40,blue-collar,single,basic_9y,True,True
3518,3518,47,services,married,high_school,True,False
3519,3519,29,unemployed,single,university_degree,True,True
3521,3521,37,blue-collar,married,basic_9y,True,True
3522,3522,33,blue-collar,single,basic_9y,False,True
3523,3523,36,self-employed,married,basic_9y,True,True
3524,3524,46,unemployed,married,high_school,False,True
3525,3525,37,services,married,basic_9y,False,True
3526,3526,33,entrepreneur,married,basic_9y,False,True
3527,3527,32,entrepreneur,married,high_school,True,True
3528,3528,36,admin_,married,university_degree,True,True
3529,3529,28,blue-collar,single,basic_9y,True,True
3530,3530,35,technician,married,university_degree,True,True
3531,3531,47,entrepreneur,married,university_degree,True,True
3532,3532,31,blue-collar,divorced,basic_6y,True,True
3533,3533,51,blue-collar,married,high_school,True,True
3534,3534,51,admin_,married,basic_6y,False,True
3535,3535,34,blue-collar,single,university_degree,True,True
3537,3537,39,technician,married,professional_course,True,True
3538,3538,32,services,married,high_school,True,True
3539,3539,46,unemployed,divorced,high_school,False,True
3540,3540,37,services,married,high_school,True,True
3541,3541,45,entrepreneur,married,university_degree,True,True
3542,3542,30,self-employed,single,high_school,True,True
3543,3543,58,management,married,basic_9y,True,True
